"Airline","Date_of_Journey","Source","Destination","Route","Dep_Time","Arrival_Time","Duration","Total_Stops","Additional_Info","Price"
"IndiGo","2022-10-21","Chennai","Delhi","CHE --> MUM --> HYD --> DEL","10:00:00","17:45:00","7h 45m","2 stops","Business class",9283
"Vistara","2022-10-21","Delhi","Banglore","DEL --> CHE --> BAN","20:00:00","02:15:00","6h 15m","1 stop","Change airports",8969
"SpiceJet","2022-10-21","Mumbai","Chennai","MUM --> CHE","11:30:00","13:00:00","1h 30m","non-stop","No check-in baggage included",6543
"GoAir","2022-10-21","Mumbai","Banglore","MUM --> BAN","20:00:00","23:15:00","3h 15m","non-stop","Business class",3906
"Vistara","2022-10-21","Mumbai","Kolkata","MUM --> DEL --> KOL","10:45:00","15:15:00","4h 30m","1 stop","In-flight meal not included",4437
"IndiGo","2022-10-21","Hyderabad","Mumbai","HYD --> CHE --> BAN --> MUM","06:15:00","14:45:00","8h 30m","2 stops","No check-in baggage included",12384
"Air Asia","2022-10-21","Banglore","Delhi","BAN --> DEL","18:00:00","20:00:00","2h 0m","non-stop","No check-in baggage included",12827
"IndiGo","2022-10-22","Mumbai","Chennai","MUM --> DEL --> BAN --> CHE","19:00:00","03:45:00","8h 45m","2 stops","Red-eye flight",4606
"IndiGo","2022-10-22","Cochin","Delhi","COC --> DEL","10:15:00","11:30:00","1h 15m","non-stop","No info",10431
"Vistara","2022-10-22","Banglore","Kolkata","BAN --> KOL","11:45:00","13:45:00","2h 0m","non-stop","Red-eye flight",12396
"IndiGo","2022-10-22","Delhi","Chennai","DEL --> BAN --> CHE","14:15:00","19:15:00","5h 0m","1 stop","Change airports",14678
"SpiceJet","2022-10-22","Delhi","Banglore","DEL --> COC --> HYD --> BAN","10:30:00","20:00:00","9h 30m","2 stops","1 Long layover",3038
"IndiGo","2022-10-22","Chennai","Delhi","CHE --> COC --> KOL --> DEL","08:45:00","14:45:00","6h 0m","2 stops","Business class",8820
"Air India","2022-10-22","Delhi","Kolkata","DEL --> KOL","05:45:00","08:00:00","2h 15m","non-stop","No info",9978
"SpiceJet","2022-10-22","Chennai","Hyderabad","CHE --> HYD","10:15:00","11:30:00","1h 15m","non-stop","1 Long layover",12769
"Multiple carriers","2022-10-22","Banglore","Hyderabad","BAN --> HYD","05:30:00","07:45:00","2h 15m","non-stop","Red-eye flight",5878
"IndiGo","2022-10-23","Chennai","Hyderabad","CHE --> MUM --> COC --> HYD","20:45:00","04:30:00","7h 45m","2 stops","Red-eye flight",4267
"Air India","2022-10-23","Hyderabad","Cochin","HYD --> DEL --> COC","12:15:00","16:00:00","3h 45m","1 stop","Red-eye flight",10104
"Multiple carriers Premium economy","2022-10-23","Delhi","Mumbai","DEL --> HYD --> MUM","15:45:00","19:00:00","3h 15m","1 stop","Red-eye flight",6328
"Vistara","2022-10-23","Mumbai","Cochin","MUM --> CHE --> COC","12:00:00","18:00:00","6h 0m","1 stop","Change airports",11714
"Air India","2022-10-23","Mumbai","Hyderabad","MUM --> BAN --> HYD","06:45:00","11:15:00","4h 30m","1 stop","Business class",10684
"Vistara Premium economy","2022-10-23","Hyderabad","Banglore","HYD --> DEL --> MUM --> BAN","20:15:00","02:30:00","6h 15m","2 stops","Business class",11380
"SpiceJet","2022-10-24","Delhi","Banglore","DEL --> CHE --> BAN","19:45:00","01:15:00","5h 30m","1 stop","In-flight meal not included",5114
"IndiGo","2022-10-24","Kolkata","Chennai","KOL --> CHE","21:45:00","00:00:00","2h 15m","non-stop","No check-in baggage included",5729
"IndiGo","2022-10-24","Banglore","Hyderabad","BAN --> HYD","21:45:00","00:45:00","3h 0m","non-stop","Red-eye flight",3380
"Air India","2022-10-24","Mumbai","Delhi","MUM --> BAN --> CHE --> DEL","07:00:00","13:15:00","6h 15m","2 stops","No info",3368
"IndiGo","2022-10-24","Chennai","Hyderabad","CHE --> MUM --> HYD","16:30:00","20:45:00","4h 15m","1 stop","No info",11299
"IndiGo","2022-10-24","Delhi","Mumbai","DEL --> MUM","13:45:00","14:45:00","1h 0m","non-stop","Business class",4115
"GoAir","2022-10-24","Banglore","Delhi","BAN --> DEL","20:30:00","21:30:00","1h 0m","non-stop","In-flight meal not included",5482
"SpiceJet","2022-10-24","Mumbai","Banglore","MUM --> KOL --> CHE --> BAN","09:15:00","17:15:00","8h 0m","2 stops","Red-eye flight",5492
"IndiGo","2022-10-24","Delhi","Cochin","DEL --> MUM --> COC","21:45:00","01:45:00","4h 0m","1 stop","No check-in baggage included",10940
"IndiGo","2022-10-24","Hyderabad","Delhi","HYD --> DEL","12:15:00","13:15:00","1h 0m","non-stop","Change airports",3471
"SpiceJet","2022-10-24","Chennai","Delhi","CHE --> DEL","21:15:00","23:30:00","2h 15m","non-stop","Red-eye flight",14610
"IndiGo","2022-10-25","Chennai","Mumbai","CHE --> BAN --> MUM","21:15:00","03:00:00","5h 45m","1 stop","In-flight meal not included",5489
"IndiGo","2022-10-25","Delhi","Chennai","DEL --> KOL --> COC --> CHE","08:30:00","16:30:00","8h 0m","2 stops","Red-eye flight",14180
"Akasa Air","2022-10-25","Banglore","Delhi","BAN --> CHE --> KOL --> DEL","09:15:00","18:45:00","9h 30m","2 stops","Change airports",12512
"Jet Airways Business","2022-10-25","Hyderabad","Delhi","HYD --> BAN --> DEL","09:45:00","15:15:00","5h 30m","1 stop","In-flight meal not included",11525
"IndiGo","2022-10-25","Banglore","Chennai","BAN --> MUM --> CHE","05:15:00","10:45:00","5h 30m","1 stop","No info",8922
"GoAir","2022-10-25","Mumbai","Banglore","MUM --> CHE --> KOL --> BAN","19:00:00","04:45:00","9h 45m","2 stops","Red-eye flight",5803
"Air India","2022-10-25","Delhi","Hyderabad","DEL --> KOL --> MUM --> HYD","11:45:00","18:45:00","7h 0m","2 stops","1 Long layover",7885
"SpiceJet","2022-10-25","Chennai","Hyderabad","CHE --> HYD","07:30:00","08:30:00","1h 0m","non-stop","Red-eye flight",13562
"GoAir","2022-10-25","Mumbai","Hyderabad","MUM --> HYD","11:45:00","13:45:00","2h 0m","non-stop","Change airports",8328
"IndiGo","2022-10-25","Cochin","Banglore","COC --> KOL --> BAN","14:30:00","17:30:00","3h 0m","1 stop","No info",12659
"Akasa Air","2022-10-25","Delhi","Kolkata","DEL --> COC --> HYD --> KOL","21:15:00","05:45:00","8h 30m","2 stops","Change airports",14613
"Akasa Air","2022-10-26","Banglore","Hyderabad","BAN --> MUM --> HYD","10:15:00","16:30:00","6h 15m","1 stop","Business class",10689
"IndiGo","2022-10-26","Delhi","Mumbai","DEL --> MUM","20:30:00","23:45:00","3h 15m","non-stop","No check-in baggage included",6347
"IndiGo","2022-10-26","Hyderabad","Chennai","HYD --> BAN --> KOL --> CHE","17:00:00","00:30:00","7h 30m","2 stops","Business class",3243
"IndiGo","2022-10-26","Mumbai","Chennai","MUM --> DEL --> BAN --> CHE","20:45:00","03:45:00","7h 0m","2 stops","No info",5726
"IndiGo","2022-10-26","Kolkata","Chennai","KOL --> DEL --> MUM --> CHE","06:45:00","13:45:00","7h 0m","2 stops","Change airports",9947
"IndiGo","2022-10-26","Cochin","Hyderabad","COC --> KOL --> MUM --> HYD","09:00:00","16:00:00","7h 0m","2 stops","In-flight meal not included",9904
"IndiGo","2022-10-26","Mumbai","Delhi","MUM --> BAN --> DEL","10:45:00","16:45:00","6h 0m","1 stop","In-flight meal not included",4758
"IndiGo","2022-10-26","Mumbai","Banglore","MUM --> CHE --> BAN","16:00:00","22:00:00","6h 0m","1 stop","Business class",11379
"Air Asia","2022-10-26","Chennai","Banglore","CHE --> MUM --> BAN","17:45:00","20:45:00","3h 0m","1 stop","Business class",8929
"IndiGo","2022-10-26","Hyderabad","Kolkata","HYD --> DEL --> KOL","08:45:00","14:00:00","5h 15m","1 stop","No check-in baggage included",13021
"Air India","2022-10-26","Banglore","Chennai","BAN --> COC --> DEL --> CHE","08:45:00","17:15:00","8h 30m","2 stops","1 Long layover",11678
"GoAir","2022-10-27","Delhi","Banglore","DEL --> BAN","19:15:00","20:30:00","1h 15m","non-stop","No info",11475
"IndiGo","2022-10-27","Banglore","Delhi","BAN --> CHE --> MUM --> DEL","20:00:00","03:00:00","7h 0m","2 stops","Business class",14260
"IndiGo","2022-10-27","Delhi","Mumbai","DEL --> HYD --> MUM","06:00:00","11:30:00","5h 30m","1 stop","Change airports",9202
"Air India","2022-10-27","Chennai","Delhi","CHE --> DEL","18:15:00","20:15:00","2h 0m","non-stop","1 Long layover",10843
"IndiGo","2022-10-27","Banglore","Mumbai","BAN --> CHE --> MUM","18:45:00","22:15:00","3h 30m","1 stop","No info",13159
"Air India","2022-10-27","Kolkata","Hyderabad","KOL --> BAN --> HYD","20:15:00","00:45:00","4h 30m","1 stop","No check-in baggage included",5198
"IndiGo","2022-10-27","Mumbai","Delhi","MUM --> HYD --> DEL","14:30:00","17:30:00","3h 0m","1 stop","No check-in baggage included",4110
"Air India","2022-10-27","Mumbai","Kolkata","MUM --> KOL","17:15:00","18:15:00","1h 0m","non-stop","No check-in baggage included",8790
"IndiGo","2022-10-28","Mumbai","Delhi","MUM --> DEL","12:30:00","15:30:00","3h 0m","non-stop","1 Long layover",3682
"IndiGo","2022-10-28","Kolkata","Chennai","KOL --> CHE","05:30:00","06:45:00","1h 15m","non-stop","Red-eye flight",3821
"Vistara","2022-10-28","Delhi","Hyderabad","DEL --> KOL --> COC --> HYD","17:45:00","01:15:00","7h 30m","2 stops","Change airports",3218
"Air India","2022-10-28","Kolkata","Banglore","KOL --> DEL --> BAN","12:30:00","18:30:00","6h 0m","1 stop","1 Long layover",10007
"IndiGo","2022-10-28","Banglore","Hyderabad","BAN --> HYD","10:30:00","13:00:00","2h 30m","non-stop","Business class",6357
"IndiGo","2022-10-28","Delhi","Cochin","DEL --> COC","14:30:00","16:45:00","2h 15m","non-stop","Business class",14421
"Vistara Premium economy","2022-10-28","Delhi","Chennai","DEL --> MUM --> CHE","14:45:00","20:30:00","5h 45m","1 stop","In-flight meal not included",6960
"Vistara","2022-10-28","Banglore","Mumbai","BAN --> KOL --> CHE --> MUM","06:15:00","15:15:00","9h 0m","2 stops","In-flight meal not included",3671
"Air Asia","2022-10-28","Hyderabad","Delhi","HYD --> BAN --> CHE --> DEL","07:15:00","14:45:00","7h 30m","2 stops","1 Long layover",8220
"IndiGo","2022-10-28","Delhi","Mumbai","DEL --> MUM","06:45:00","10:15:00","3h 30m","non-stop","No check-in baggage included",14443
"Multiple carriers","2022-10-29","Mumbai","Cochin","MUM --> BAN --> DEL --> COC","05:15:00","15:00:00","9h 45m","2 stops","Change airports",7380
"Vistara","2022-10-29","Kolkata","Mumbai","KOL --> MUM","20:00:00","23:15:00","3h 15m","non-stop","Business class",9252
"IndiGo","2022-10-29","Delhi","Hyderabad","DEL --> HYD","09:45:00","10:45:00","1h 0m","non-stop","Change airports",6170
"IndiGo","2022-10-29","Delhi","Kolkata","DEL --> BAN --> KOL","07:30:00","10:30:00","3h 0m","1 stop","Red-eye flight",12619
"IndiGo","2022-10-29","Kolkata","Delhi","KOL --> DEL","08:15:00","10:15:00","2h 0m","non-stop","No info",11083
"Air India","2022-10-29","Mumbai","Banglore","MUM --> BAN","10:15:00","11:15:00","1h 0m","non-stop","In-flight meal not included",6824
"IndiGo","2022-10-29","Chennai","Delhi","CHE --> MUM --> DEL","10:45:00","14:00:00","3h 15m","1 stop","Business class",8704
"SpiceJet","2022-10-29","Mumbai","Hyderabad","MUM --> KOL --> DEL --> HYD","19:45:00","04:15:00","8h 30m","2 stops","Change airports",8841
"IndiGo","2022-10-29","Delhi","Mumbai","DEL --> CHE --> KOL --> MUM","15:45:00","23:30:00","7h 45m","2 stops","No info",8826
"IndiGo","2022-10-30","Delhi","Mumbai","DEL --> KOL --> MUM","14:00:00","17:15:00","3h 15m","1 stop","Red-eye flight",7751
"IndiGo","2022-10-30","Chennai","Hyderabad","CHE --> KOL --> HYD","18:00:00","23:00:00","5h 0m","1 stop","Business class",8425
"SpiceJet","2022-10-30","Mumbai","Banglore","MUM --> COC --> BAN","10:30:00","17:15:00","6h 45m","1 stop","No check-in baggage included",9572
"Air India","2022-10-30","Delhi","Banglore","DEL --> HYD --> BAN","18:15:00","23:00:00","4h 45m","1 stop","Business class",12341
"IndiGo","2022-10-30","Mumbai","Delhi","MUM --> CHE --> DEL","21:00:00","01:00:00","4h 0m","1 stop","Business class",5971
"IndiGo","2022-10-30","Banglore","Cochin","BAN --> COC","07:45:00","11:00:00","3h 15m","non-stop","No check-in baggage included",4655
"Vistara","2022-10-30","Chennai","Mumbai","CHE --> BAN --> MUM","19:30:00","23:15:00","3h 45m","1 stop","In-flight meal not included",13635
"Air India","2022-10-30","Banglore","Chennai","BAN --> CHE","06:00:00","08:00:00","2h 0m","non-stop","Business class",13434
"Jet Airways Business","2022-10-30","Chennai","Banglore","CHE --> MUM --> BAN","07:30:00","12:00:00","4h 30m","1 stop","Red-eye flight",6871
"Vistara","2022-10-30","Hyderabad","Banglore","HYD --> CHE --> DEL --> BAN","14:00:00","22:30:00","8h 30m","2 stops","1 Long layover",5745
"Vistara","2022-10-30","Banglore","Mumbai","BAN --> MUM","09:30:00","10:30:00","1h 0m","non-stop","Business class",6719
"IndiGo","2022-10-30","Mumbai","Kolkata","MUM --> KOL","20:45:00","23:45:00","3h 0m","non-stop","Business class",10701
"IndiGo","2022-10-31","Chennai","Hyderabad","CHE --> BAN --> COC --> HYD","10:45:00","17:00:00","6h 15m","2 stops","1 Long layover",3996
"IndiGo","2022-10-31","Chennai","Mumbai","CHE --> KOL --> MUM","10:45:00","17:15:00","6h 30m","1 stop","No check-in baggage included",5962
"Air India","2022-10-31","Hyderabad","Banglore","HYD --> MUM --> BAN","20:15:00","23:45:00","3h 30m","1 stop","Change airports",12736
"IndiGo","2022-10-31","Kolkata","Hyderabad","KOL --> MUM --> DEL --> HYD","09:30:00","17:00:00","7h 30m","2 stops","No info",6104
"IndiGo","2022-10-31","Mumbai","Delhi","MUM --> DEL","21:30:00","23:30:00","2h 0m","non-stop","Red-eye flight",8962
"IndiGo","2022-10-31","Delhi","Banglore","DEL --> BAN","08:45:00","12:15:00","3h 30m","non-stop","1 Long layover",9899
"IndiGo","2022-10-31","Delhi","Mumbai","DEL --> BAN --> MUM","09:30:00","15:15:00","5h 45m","1 stop","Red-eye flight",4784
"GoAir","2022-10-31","Banglore","Mumbai","BAN --> MUM","07:45:00","10:45:00","3h 0m","non-stop","Change airports",13215
"IndiGo","2022-10-31","Mumbai","Hyderabad","MUM --> COC --> BAN --> HYD","11:30:00","18:45:00","7h 15m","2 stops","Change airports",7607
"IndiGo","2022-10-31","Mumbai","Kolkata","MUM --> BAN --> KOL","05:15:00","10:00:00","4h 45m","1 stop","Change airports",9537
"GoAir","2022-11-01","Chennai","Delhi","CHE --> KOL --> COC --> DEL","05:00:00","13:30:00","8h 30m","2 stops","Red-eye flight",8237
"Vistara","2022-11-01","Mumbai","Cochin","MUM --> CHE --> COC","20:00:00","01:45:00","5h 45m","1 stop","Change airports",10637
"IndiGo","2022-11-01","Hyderabad","Banglore","HYD --> CHE --> COC --> BAN","15:00:00","00:15:00","9h 15m","2 stops","Red-eye flight",4810
"IndiGo","2022-11-01","Chennai","Mumbai","CHE --> DEL --> MUM","18:30:00","23:45:00","5h 15m","1 stop","Business class",12903
"IndiGo","2022-11-01","Banglore","Delhi","BAN --> DEL","18:30:00","21:00:00","2h 30m","non-stop","Change airports",10697
"Vistara","2022-11-01","Delhi","Banglore","DEL --> MUM --> BAN","06:00:00","12:45:00","6h 45m","1 stop","Business class",5762
"Vistara","2022-11-01","Delhi","Mumbai","DEL --> COC --> HYD --> MUM","12:00:00","21:00:00","9h 0m","2 stops","1 Long layover",10837
"Vistara","2022-11-01","Delhi","Chennai","DEL --> BAN --> KOL --> CHE","13:30:00","23:15:00","9h 45m","2 stops","Change airports",8808
"Vistara","2022-11-01","Hyderabad","Kolkata","HYD --> DEL --> MUM --> KOL","08:30:00","17:00:00","8h 30m","2 stops","Business class",13772
"Air India","2022-11-02","Chennai","Delhi","CHE --> MUM --> BAN --> DEL","16:30:00","02:15:00","9h 45m","2 stops","Red-eye flight",11502
"IndiGo","2022-11-02","Delhi","Banglore","DEL --> MUM --> BAN","19:15:00","22:15:00","3h 0m","1 stop","No check-in baggage included",13557
"SpiceJet","2022-11-02","Delhi","Kolkata","DEL --> HYD --> KOL","11:00:00","16:45:00","5h 45m","1 stop","Business class",11865
"GoAir","2022-11-02","Banglore","Delhi","BAN --> CHE --> DEL","19:00:00","01:45:00","6h 45m","1 stop","No check-in baggage included",6139
"GoAir","2022-11-02","Kolkata","Chennai","KOL --> COC --> MUM --> CHE","18:00:00","02:15:00","8h 15m","2 stops","Change airports",8130
"Air India","2022-11-02","Mumbai","Delhi","MUM --> BAN --> DEL","21:30:00","00:30:00","3h 0m","1 stop","Business class",4892
"Air India","2022-11-02","Delhi","Hyderabad","DEL --> KOL --> MUM --> HYD","17:30:00","01:00:00","7h 30m","2 stops","No info",3526
"Vistara Premium economy","2022-11-03","Delhi","Mumbai","DEL --> COC --> KOL --> MUM","18:30:00","04:15:00","9h 45m","2 stops","No check-in baggage included",3423
"SpiceJet","2022-11-03","Banglore","Delhi","BAN --> DEL","07:45:00","10:00:00","2h 15m","non-stop","1 Long layover",6770
"GoAir","2022-11-03","Hyderabad","Delhi","HYD --> COC --> MUM --> DEL","10:30:00","16:45:00","6h 15m","2 stops","In-flight meal not included",10256
"Air India","2022-11-03","Delhi","Chennai","DEL --> HYD --> CHE","21:45:00","03:30:00","5h 45m","1 stop","1 Long layover",14371
"Jet Airways","2022-11-03","Mumbai","Chennai","MUM --> BAN --> CHE","17:15:00","23:00:00","5h 45m","1 stop","In-flight meal not included",11269
"Air Asia","2022-11-03","Chennai","Banglore","CHE --> COC --> KOL --> BAN","05:15:00","12:15:00","7h 0m","2 stops","1 Long layover",8067
"Akasa Air","2022-11-03","Hyderabad","Kolkata","HYD --> DEL --> KOL","16:30:00","22:15:00","5h 45m","1 stop","Change airports",8184
"Vistara Premium economy","2022-11-03","Kolkata","Chennai","KOL --> BAN --> CHE","17:45:00","21:00:00","3h 15m","1 stop","Business class",3111
"Air Asia","2022-11-03","Mumbai","Hyderabad","MUM --> DEL --> CHE --> HYD","12:15:00","19:15:00","7h 0m","2 stops","No info",3473
"Vistara","2022-11-03","Chennai","Mumbai","CHE --> DEL --> MUM","12:00:00","18:00:00","6h 0m","1 stop","No info",11007
"IndiGo","2022-11-04","Banglore","Mumbai","BAN --> COC --> DEL --> MUM","10:00:00","19:30:00","9h 30m","2 stops","No check-in baggage included",11578
"IndiGo","2022-11-04","Delhi","Chennai","DEL --> BAN --> COC --> CHE","12:45:00","22:00:00","9h 15m","2 stops","Red-eye flight",8067
"Vistara","2022-11-04","Delhi","Kolkata","DEL --> KOL","06:30:00","09:00:00","2h 30m","non-stop","Change airports",14873
"Air India","2022-11-04","Mumbai","Hyderabad","MUM --> DEL --> HYD","08:30:00","11:45:00","3h 15m","1 stop","Business class",8362
"Air India","2022-11-04","Delhi","Mumbai","DEL --> BAN --> MUM","21:45:00","02:15:00","4h 30m","1 stop","1 Long layover",11827
"Jet Airways","2022-11-04","Mumbai","Delhi","MUM --> DEL","09:15:00","11:45:00","2h 30m","non-stop","1 Long layover",13680
"IndiGo","2022-11-04","Banglore","Kolkata","BAN --> DEL --> HYD --> KOL","16:30:00","23:30:00","7h 0m","2 stops","Change airports",14553
"Vistara","2022-11-04","Hyderabad","Mumbai","HYD --> COC --> CHE --> MUM","20:00:00","03:15:00","7h 15m","2 stops","1 Long layover",14049
"Air India","2022-11-04","Chennai","Mumbai","CHE --> BAN --> MUM","09:00:00","12:30:00","3h 30m","1 stop","No info",10580
"Air India","2022-11-04","Hyderabad","Banglore","HYD --> BAN","15:15:00","17:30:00","2h 15m","non-stop","Business class",9751
"IndiGo","2022-11-05","Mumbai","Hyderabad","MUM --> KOL --> COC --> HYD","05:00:00","11:15:00","6h 15m","2 stops","No check-in baggage included",7176
"SpiceJet","2022-11-05","Chennai","Mumbai","CHE --> BAN --> DEL --> MUM","13:45:00","23:30:00","9h 45m","2 stops","Business class",3804
"IndiGo","2022-11-05","Mumbai","Delhi","MUM --> HYD --> DEL","06:15:00","12:15:00","6h 0m","1 stop","In-flight meal not included",7726
"GoAir","2022-11-05","Kolkata","Delhi","KOL --> BAN --> HYD --> DEL","18:45:00","02:30:00","7h 45m","2 stops","In-flight meal not included",12610
"SpiceJet","2022-11-05","Delhi","Hyderabad","DEL --> MUM --> BAN --> HYD","12:15:00","21:45:00","9h 30m","2 stops","1 Long layover",7079
